samplename,key,value
20190630T2356-FRA-SetonaikaiWest,worldmesh,20513232
20190630T2356-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20190630T2356-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20190630T2356-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190630T2356-FRA-SetonaikaiWest,collection_date,2019-07-01T8:56:00+09:00
20190630T2356-FRA-SetonaikaiWest,collection_date_local,2019-07-01T8:56:00+09:00
20190630T2356-FRA-SetonaikaiWest,collection_date_utc,2019-06-30T23:56:00Z
20190630T2356-FRA-SetonaikaiWest,samp_size,2000
20190630T2356-FRA-SetonaikaiWest,size_frac_low,0.45
20190630T2356-FRA-SetonaikaiWest,num_filter,2
20190630T2356-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20190630T2356-FRA-SetonaikaiWest,samp_store_temp,-20
20190630T2356-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20190710T0805-RUI-Iriomote,samp_name,20190710T0805-RUI-Iriomote
20190710T0805-RUI-Iriomote,project_name,ANEMONE 2020KibanS
20190710T0805-RUI-Iriomote,correspondence,Tadashi Kajita
20190710T0805-RUI-Iriomote,worldmesh,20362356
20190710T0805-RUI-Iriomote,lat_lon,24.45833333 123.81250000
20190710T0805-RUI-Iriomote,samp_taxon_id,metagenome
20190710T0805-RUI-Iriomote,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190710T0805-RUI-Iriomote,collection_date,2019-07-10T17:05:00+09:00
20190710T0805-RUI-Iriomote,collection_date_local,2019-07-10T17:05:00+09:00
20190710T0805-RUI-Iriomote,collection_date_utc,2019-07-10T08:05:00Z
20190710T0805-RUI-Iriomote,samp_size,2000
20190710T0805-RUI-Iriomote,size_frac_low,0.45
20190710T0805-RUI-Iriomote,num_filter,2
20190710T0805-RUI-Iriomote,filter_prod_name,Sterivex-HV
20190710T0805-RUI-Iriomote,samp_store_temp,-20
20190710T0805-RUI-Iriomote,samp_store_sol,RNAlater
20190715T2346-FRA-SetonaikaiWest,samp_name,20190715T2346-FRA-SetonaikaiWest
20190715T2346-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20190715T2346-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20190715T2346-FRA-SetonaikaiWest,worldmesh,20513232
20190715T2346-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20190715T2346-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20190715T2346-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190715T2346-FRA-SetonaikaiWest,collection_date,2019-07-16T8:46:00+09:00
20190715T2346-FRA-SetonaikaiWest,collection_date_local,2019-07-16T8:46:00+09:00
20190715T2346-FRA-SetonaikaiWest,collection_date_utc,2019-07-15T23:46:00Z
20190715T2346-FRA-SetonaikaiWest,samp_size,2000
20190715T2346-FRA-SetonaikaiWest,size_frac_low,0.45
20190715T2346-FRA-SetonaikaiWest,num_filter,2
20190715T2346-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20190715T2346-FRA-SetonaikaiWest,samp_store_temp,-20
20190715T2346-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20190728T2342-FRA-SetonaikaiWest,samp_name,20190728T2342-FRA-SetonaikaiWest
20190728T2342-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20190728T2342-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20190728T2342-FRA-SetonaikaiWest,worldmesh,20513232
20190728T2342-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20190728T2342-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20190728T2342-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190728T2342-FRA-SetonaikaiWest,collection_date,2019-07-29T8:42:00+09:00
20190728T2342-FRA-SetonaikaiWest,collection_date_local,2019-07-29T8:42:00+09:00
20190728T2342-FRA-SetonaikaiWest,collection_date_utc,2019-07-28T23:42:00Z
20190728T2342-FRA-SetonaikaiWest,samp_size,2000
20190728T2342-FRA-SetonaikaiWest,size_frac_low,0.45
20190728T2342-FRA-SetonaikaiWest,num_filter,2
20190728T2342-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20190728T2342-FRA-SetonaikaiWest,samp_store_temp,-20
20190728T2342-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20190807T0130-RUI-Iriomote,samp_name,20190807T0130-RUI-Iriomote
20190807T0130-RUI-Iriomote,project_name,ANEMONE 2020KibanS
20190807T0130-RUI-Iriomote,correspondence,Tadashi Kajita
20190807T0130-RUI-Iriomote,worldmesh,20362356
20190807T0130-RUI-Iriomote,lat_lon,24.45833333 123.81250000
20190807T0130-RUI-Iriomote,samp_taxon_id,metagenome
20190807T0130-RUI-Iriomote,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190807T0130-RUI-Iriomote,collection_date,2019-08-07T10:30:00+09:00
20190807T0130-RUI-Iriomote,collection_date_local,2019-08-07T10:30:00+09:00
20190807T0130-RUI-Iriomote,collection_date_utc,2019-08-07T01:30:00Z
20190807T0130-RUI-Iriomote,samp_size,2000
20190807T0130-RUI-Iriomote,size_frac_low,0.45
20190807T0130-RUI-Iriomote,num_filter,2
20190807T0130-RUI-Iriomote,filter_prod_name,Sterivex-HV
20190807T0130-RUI-Iriomote,samp_store_temp,-20
20190807T0130-RUI-Iriomote,samp_store_sol,RNAlater
20190818T2341-FRA-SetonaikaiWest,samp_name,20190818T2341-FRA-SetonaikaiWest
20190818T2341-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20190818T2341-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20190818T2341-FRA-SetonaikaiWest,worldmesh,20513232
20190818T2341-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20190818T2341-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20190818T2341-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190818T2341-FRA-SetonaikaiWest,collection_date,2019-08-19T8:41:00+09:00
20190818T2341-FRA-SetonaikaiWest,collection_date_local,2019-08-19T8:41:00+09:00
20190818T2341-FRA-SetonaikaiWest,collection_date_utc,2019-08-18T23:41:00Z
20190818T2341-FRA-SetonaikaiWest,samp_size,2000
20190818T2341-FRA-SetonaikaiWest,size_frac_low,0.45
20190818T2341-FRA-SetonaikaiWest,num_filter,2
20190818T2341-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20190818T2341-FRA-SetonaikaiWest,samp_store_temp,-20
20190818T2341-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20190818T2341-FRA-SetonaikaiWest-NC,samp_name,20190818T2341-FRA-SetonaikaiWest-NC
20190818T2341-FRA-SetonaikaiWest-NC,project_name,ANEMONE 2020KibanS
20190818T2341-FRA-SetonaikaiWest-NC,correspondence,Masakazu Hori
20190818T2341-FRA-SetonaikaiWest-NC,samp_taxon_id,blank sample
20190818T2341-FRA-SetonaikaiWest-NC,samp_collec_device,bucket
20190818T2341-FRA-SetonaikaiWest-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190818T2341-FRA-SetonaikaiWest-NC,collection_date,2019-08-19T8:41:00+09:00
20190818T2341-FRA-SetonaikaiWest-NC,collection_date_local,2019-08-19T8:41:00+09:00
20190818T2341-FRA-SetonaikaiWest-NC,collection_date_utc,2019-08-18T23:41:00Z
20190818T2341-FRA-SetonaikaiWest-NC,temp,26.2
20190818T2341-FRA-SetonaikaiWest-NC,salinity,2.75
20190818T2341-FRA-SetonaikaiWest-NC,samp_size,500
20190818T2341-FRA-SetonaikaiWest-NC,size_frac_low,0.45
20190818T2341-FRA-SetonaikaiWest-NC,num_filter,1
20190818T2341-FRA-SetonaikaiWest-NC,filter_prod_name,Sterivex-HV
20190818T2341-FRA-SetonaikaiWest-NC,samp_store_temp,-20
20190818T2341-FRA-SetonaikaiWest-NC,samp_store_sol,RNAlater
20190902T2230-RUI-Iriomote,samp_name,20190902T2230-RUI-Iriomote
20190902T2230-RUI-Iriomote,project_name,ANEMONE 2020KibanS
20190902T2230-RUI-Iriomote,correspondence,Tadashi Kajita
20190902T2230-RUI-Iriomote,worldmesh,20362356
20190902T2230-RUI-Iriomote,lat_lon,24.45833333 123.81250000
20190902T2230-RUI-Iriomote,samp_taxon_id,metagenome
20190902T2230-RUI-Iriomote,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190902T2230-RUI-Iriomote,collection_date,2019-09-03T7:30:00+09:00
20190902T2230-RUI-Iriomote,collection_date_local,2019-09-03T7:30:00+09:00
20190902T2230-RUI-Iriomote,collection_date_utc,2019-09-02T22:30:00Z
20190902T2230-RUI-Iriomote,samp_size,2000
20190902T2230-RUI-Iriomote,size_frac_low,0.45
20190902T2230-RUI-Iriomote,num_filter,2
20190902T2230-RUI-Iriomote,filter_prod_name,Sterivex-HV
20190902T2230-RUI-Iriomote,samp_store_temp,-20
20190902T2230-RUI-Iriomote,samp_store_sol,RNAlater
20190903T2339-FRA-SetonaikaiWest,samp_name,20190903T2339-FRA-SetonaikaiWest
20190903T2339-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20190903T2339-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20190903T2339-FRA-SetonaikaiWest,worldmesh,20513232
20190903T2339-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20190903T2339-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20190903T2339-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190903T2339-FRA-SetonaikaiWest,collection_date,2019-09-04T8:39:00+09:00
20190903T2339-FRA-SetonaikaiWest,collection_date_local,2019-09-04T8:39:00+09:00
20190903T2339-FRA-SetonaikaiWest,collection_date_utc,2019-09-03T23:39:00Z
20190903T2339-FRA-SetonaikaiWest,samp_size,2000
20190903T2339-FRA-SetonaikaiWest,size_frac_low,0.45
20190903T2339-FRA-SetonaikaiWest,num_filter,2
20190903T2339-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20190903T2339-FRA-SetonaikaiWest,samp_store_temp,-20
20190903T2339-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20190919T0015-FRA-SetonaikaiWest,samp_name,20190919T0015-FRA-SetonaikaiWest
20190919T0015-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20190919T0015-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20190919T0015-FRA-SetonaikaiWest,worldmesh,20513232
20190919T0015-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20190919T0015-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20190919T0015-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20190919T0015-FRA-SetonaikaiWest,collection_date,2019-09-19T9:15:00+09:00
20190919T0015-FRA-SetonaikaiWest,collection_date_local,2019-09-19T9:15:00+09:00
20190919T0015-FRA-SetonaikaiWest,collection_date_utc,2019-09-19T00:15:00Z
20190919T0015-FRA-SetonaikaiWest,samp_size,2000
20190919T0015-FRA-SetonaikaiWest,size_frac_low,0.45
20190919T0015-FRA-SetonaikaiWest,num_filter,2
20190919T0015-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20190919T0015-FRA-SetonaikaiWest,samp_store_temp,-20
20190919T0015-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20191002T0914-RUI-Iriomote,samp_name,20191002T0914-RUI-Iriomote
20191002T0914-RUI-Iriomote,project_name,ANEMONE 2020KibanS
20191002T0914-RUI-Iriomote,correspondence,Tadashi Kajita
20191002T0914-RUI-Iriomote,worldmesh,20362356
20191002T0914-RUI-Iriomote,lat_lon,24.45833333 123.81250000
20191002T0914-RUI-Iriomote,samp_taxon_id,metagenome
20191002T0914-RUI-Iriomote,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191002T0914-RUI-Iriomote,collection_date,2019-10-02T18:14:00+09:00
20191002T0914-RUI-Iriomote,collection_date_local,2019-10-02T18:14:00+09:00
20191002T0914-RUI-Iriomote,collection_date_utc,2019-10-02T09:14:00Z
20191002T0914-RUI-Iriomote,samp_size,2000
20191002T0914-RUI-Iriomote,size_frac_low,0.45
20191002T0914-RUI-Iriomote,num_filter,2
20191002T0914-RUI-Iriomote,filter_prod_name,Sterivex-HV
20191002T0914-RUI-Iriomote,samp_store_temp,-20
20191002T0914-RUI-Iriomote,samp_store_sol,RNAlater
20191006T2350-FRA-SetonaikaiWest,samp_name,20191006T2350-FRA-SetonaikaiWest
20191006T2350-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20191006T2350-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20191006T2350-FRA-SetonaikaiWest,worldmesh,20513232
20191006T2350-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20191006T2350-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20191006T2350-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191006T2350-FRA-SetonaikaiWest,collection_date,2019-10-07T8:50:00+09:00
20191006T2350-FRA-SetonaikaiWest,collection_date_local,2019-10-07T8:50:00+09:00
20191006T2350-FRA-SetonaikaiWest,collection_date_utc,2019-10-06T23:50:00Z
20191006T2350-FRA-SetonaikaiWest,samp_size,2000
20191006T2350-FRA-SetonaikaiWest,size_frac_low,0.45
20191006T2350-FRA-SetonaikaiWest,num_filter,2
20191006T2350-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20191006T2350-FRA-SetonaikaiWest,samp_store_temp,-20
20191006T2350-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20191020T2351-FRA-SetonaikaiWest,samp_name,20191020T2351-FRA-SetonaikaiWest
20191020T2351-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20191020T2351-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20191020T2351-FRA-SetonaikaiWest,worldmesh,20513232
20191020T2351-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20191020T2351-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20191020T2351-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191020T2351-FRA-SetonaikaiWest,collection_date,2019-10-21T8:51:00+09:00
20191020T2351-FRA-SetonaikaiWest,collection_date_local,2019-10-21T8:51:00+09:00
20191020T2351-FRA-SetonaikaiWest,collection_date_utc,2019-10-20T23:51:00Z
20191020T2351-FRA-SetonaikaiWest,samp_size,2000
20191020T2351-FRA-SetonaikaiWest,size_frac_low,0.45
20191020T2351-FRA-SetonaikaiWest,num_filter,2
20191020T2351-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20191020T2351-FRA-SetonaikaiWest,samp_store_temp,-20
20191020T2351-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20191031T0415-RUI-Iriomote,samp_name,20191031T0415-RUI-Iriomote
20191031T0415-RUI-Iriomote,project_name,ANEMONE 2020KibanS
20191031T0415-RUI-Iriomote,correspondence,Tadashi Kajita
20191031T0415-RUI-Iriomote,worldmesh,20362356
20191031T0415-RUI-Iriomote,lat_lon,24.45833333 123.81250000
20191031T0415-RUI-Iriomote,samp_taxon_id,metagenome
20191031T0415-RUI-Iriomote,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191031T0415-RUI-Iriomote,collection_date,2019-10-31T13:15:00+09:00
20191031T0415-RUI-Iriomote,collection_date_local,2019-10-31T13:15:00+09:00
20191031T0415-RUI-Iriomote,collection_date_utc,2019-10-31T04:15:00Z
20191031T0415-RUI-Iriomote,samp_size,2000
20191031T0415-RUI-Iriomote,size_frac_low,0.45
20191031T0415-RUI-Iriomote,num_filter,2
20191031T0415-RUI-Iriomote,filter_prod_name,Sterivex-HV
20191031T0415-RUI-Iriomote,samp_store_temp,-20
20191031T0415-RUI-Iriomote,samp_store_sol,RNAlater
20191104T2348-FRA-SetonaikaiWest,samp_name,20191104T2348-FRA-SetonaikaiWest
20191104T2348-FRA-SetonaikaiWest,project_name,ANEMONE 2020KibanS
20191104T2348-FRA-SetonaikaiWest,correspondence,Masakazu Hori
20191104T2348-FRA-SetonaikaiWest,worldmesh,20513232
20191104T2348-FRA-SetonaikaiWest,lat_lon,34.29166667 132.31250000
20191104T2348-FRA-SetonaikaiWest,samp_taxon_id,metagenome
20191104T2348-FRA-SetonaikaiWest,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191104T2348-FRA-SetonaikaiWest,collection_date,2019-11-05T8:48:00+09:00
20191104T2348-FRA-SetonaikaiWest,collection_date_local,2019-11-05T8:48:00+09:00
20191104T2348-FRA-SetonaikaiWest,collection_date_utc,2019-11-04T23:48:00Z
20191104T2348-FRA-SetonaikaiWest,samp_size,2000
20191104T2348-FRA-SetonaikaiWest,size_frac_low,0.45
20191104T2348-FRA-SetonaikaiWest,num_filter,2
20191104T2348-FRA-SetonaikaiWest,filter_prod_name,Sterivex-HV
20191104T2348-FRA-SetonaikaiWest,samp_store_temp,-20
20191104T2348-FRA-SetonaikaiWest,samp_store_sol,RNAlater
20191105T0130-KUM-Nagahama,samp_name,20191105T0130-KUM-Nagahama
20191105T0130-KUM-Nagahama,project_name,ANEMONE 2020KibanS
20191105T0130-KUM-Nagahama,correspondence,Reiji Masuda
20191105T0130-KUM-Nagahama,worldmesh,20533512
20191105T0130-KUM-Nagahama,lat_lon,35.45833333 135.31250000
20191105T0130-KUM-Nagahama,samp_taxon_id,metagenome
20191105T0130-KUM-Nagahama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191105T0130-KUM-Nagahama,collection_date,2019-11-05T10:30:00+09:00
20191105T0130-KUM-Nagahama,collection_date_local,2019-11-05T10:30:00+09:00
20191105T0130-KUM-Nagahama,collection_date_utc,2019-11-05T01:30:00Z
20191105T0130-KUM-Nagahama,samp_size,2000
20191105T0130-KUM-Nagahama,size_frac_low,0.45
20191105T0130-KUM-Nagahama,num_filter,2
20191105T0130-KUM-Nagahama,filter_prod_name,Sterivex-HV
20191105T0130-KUM-Nagahama,samp_store_temp,-20
20191105T0130-KUM-Nagahama,samp_store_sol,RNAlater
20191105T0130-KUM-Nagahama-NC,samp_name,20191105T0130-KUM-Nagahama-NC
20191105T0130-KUM-Nagahama-NC,project_name,ANEMONE 2020KibanS
20191105T0130-KUM-Nagahama-NC,correspondence,Reiji Masuda
20191105T0130-KUM-Nagahama-NC,samp_taxon_id,blank sample
20191105T0130-KUM-Nagahama-NC,samp_collec_device,bucket
20191105T0130-KUM-Nagahama-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191105T0130-KUM-Nagahama-NC,collection_date,2019-11-05T10:30:00+09:00
20191105T0130-KUM-Nagahama-NC,collection_date_local,2019-11-05T10:30:00+09:00
20191105T0130-KUM-Nagahama-NC,collection_date_utc,2019-11-05T01:30:00Z
20191105T0130-KUM-Nagahama-NC,samp_size,500
20191105T0130-KUM-Nagahama-NC,size_frac_low,0.45
20191105T0130-KUM-Nagahama-NC,num_filter,1
20191105T0130-KUM-Nagahama-NC,filter_prod_name,Sterivex-HV
20191105T0130-KUM-Nagahama-NC,samp_store_temp,-20
20191105T0130-KUM-Nagahama-NC,samp_store_sol,RNAlater
20191107T0050-KUM-Otomi-Surface,samp_name,20191107T0050-KUM-Otomi-Surface
20191107T0050-KUM-Otomi-Surface,project_name,ANEMONE 2020KibanS
20191107T0050-KUM-Otomi-Surface,correspondence,Reiji Masuda
20191107T0050-KUM-Otomi-Surface,worldmesh,20533524
20191107T0050-KUM-Otomi-Surface,lat_lon,35.54166667 135.56250000
20191107T0050-KUM-Otomi-Surface,samp_taxon_id,metagenome
20191107T0050-KUM-Otomi-Surface,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0050-KUM-Otomi-Surface,collection_date,2019-11-07T9:50:00+09:00
20191107T0050-KUM-Otomi-Surface,collection_date_local,2019-11-07T9:50:00+09:00
20191107T0050-KUM-Otomi-Surface,collection_date_utc,2019-11-07T00:50:00Z
20191107T0050-KUM-Otomi-Surface,samp_size,2000
20191107T0050-KUM-Otomi-Surface,size_frac_low,0.45
20191107T0050-KUM-Otomi-Surface,num_filter,2
20191107T0050-KUM-Otomi-Surface,filter_prod_name,Sterivex-HV
20191107T0050-KUM-Otomi-Surface,samp_store_temp,-20
20191107T0050-KUM-Otomi-Surface,samp_store_sol,RNAlater
20191107T0156-KUM-Otomi-Bottom,samp_name,20191107T0156-KUM-Otomi-Bottom
20191107T0156-KUM-Otomi-Bottom,project_name,ANEMONE 2020KibanS
20191107T0156-KUM-Otomi-Bottom,correspondence,Reiji Masuda
20191107T0156-KUM-Otomi-Bottom,worldmesh,20533524
20191107T0156-KUM-Otomi-Bottom,lat_lon,35.54166667 135.56250000
20191107T0156-KUM-Otomi-Bottom,samp_taxon_id,metagenome
20191107T0156-KUM-Otomi-Bottom,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0156-KUM-Otomi-Bottom,collection_date,2019-11-07T10:56:00+09:00
20191107T0156-KUM-Otomi-Bottom,collection_date_local,2019-11-07T10:56:00+09:00
20191107T0156-KUM-Otomi-Bottom,collection_date_utc,2019-11-07T01:56:00Z
20191107T0156-KUM-Otomi-Bottom,samp_size,2000
20191107T0156-KUM-Otomi-Bottom,size_frac_low,0.45
20191107T0156-KUM-Otomi-Bottom,num_filter,2
20191107T0156-KUM-Otomi-Bottom,filter_prod_name,Sterivex-HV
20191107T0156-KUM-Otomi-Bottom,samp_store_temp,-20
20191107T0156-KUM-Otomi-Bottom,samp_store_sol,RNAlater
20191107T0156-KUM-Otomi-NC,samp_name,20191107T0156-KUM-Otomi-NC
20191107T0156-KUM-Otomi-NC,project_name,ANEMONE 2020KibanS
20191107T0156-KUM-Otomi-NC,correspondence,Reiji Masuda
20191107T0156-KUM-Otomi-NC,samp_taxon_id,blank sample
20191107T0156-KUM-Otomi-NC,samp_collec_device,bucket
20191107T0156-KUM-Otomi-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0156-KUM-Otomi-NC,collection_date,2019-11-07T10:56:00+09:00
20191107T0156-KUM-Otomi-NC,collection_date_local,2019-11-07T10:56:00+09:00
20191107T0156-KUM-Otomi-NC,collection_date_utc,2019-11-07T01:56:00Z
20191107T0156-KUM-Otomi-NC,samp_size,500
20191107T0156-KUM-Otomi-NC,size_frac_low,0.45
20191107T0156-KUM-Otomi-NC,num_filter,1
20191107T0156-KUM-Otomi-NC,filter_prod_name,Sterivex-HV
20191107T0156-KUM-Otomi-NC,samp_store_temp,-20
20191107T0156-KUM-Otomi-NC,samp_store_sol,RNAlater
20191107T0250-OCF-Bise,samp_name,20191107T0250-OCF-Bise
20191107T0250-OCF-Bise,project_name,ANEMONE 2020KibanS
20191107T0250-OCF-Bise,correspondence,Shin-ichiro Oka
20191107T0250-OCF-Bise,worldmesh,20402707
20191107T0250-OCF-Bise,lat_lon,26.70833333 127.93750000
20191107T0250-OCF-Bise,samp_taxon_id,metagenome
20191107T0250-OCF-Bise,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0250-OCF-Bise,collection_date,2019-11-07T11:50:00+09:00
20191107T0250-OCF-Bise,collection_date_local,2019-11-07T11:50:00+09:00
20191107T0250-OCF-Bise,collection_date_utc,2019-11-07T02:50:00Z
20191107T0250-OCF-Bise,samp_size,2000
20191107T0250-OCF-Bise,size_frac_low,0.45
20191107T0250-OCF-Bise,num_filter,2
20191107T0250-OCF-Bise,filter_prod_name,Sterivex-HV
20191107T0250-OCF-Bise,samp_store_temp,-20
20191107T0250-OCF-Bise,samp_store_sol,RNAlater
20191107T0250-OCF-Bise-NC,samp_name,20191107T0250-OCF-Bise-NC
20191107T0250-OCF-Bise-NC,project_name,ANEMONE 2020KibanS
20191107T0250-OCF-Bise-NC,correspondence,Shin-ichiro Oka
20191107T0250-OCF-Bise-NC,samp_taxon_id,blank sample
20191107T0250-OCF-Bise-NC,samp_collec_device,bucket
20191107T0250-OCF-Bise-NC,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0250-OCF-Bise-NC,collection_date,2019-11-07T11:50:00+09:00
20191107T0250-OCF-Bise-NC,collection_date_local,2019-11-07T11:50:00+09:00
20191107T0250-OCF-Bise-NC,collection_date_utc,2019-11-07T02:50:00Z
20191107T0250-OCF-Bise-NC,samp_size,500
20191107T0250-OCF-Bise-NC,size_frac_low,0.45
20191107T0250-OCF-Bise-NC,num_filter,1
20191107T0250-OCF-Bise-NC,filter_prod_name,Sterivex-HV
20191107T0250-OCF-Bise-NC,samp_store_temp,-20
20191107T0250-OCF-Bise-NC,samp_store_sol,RNAlater
20191107T0415-OCF-Kayo,samp_name,20191107T0415-OCF-Kayo
20191107T0415-OCF-Kayo,project_name,ANEMONE 2020KibanS
20191107T0415-OCF-Kayo,correspondence,Shin-ichiro Oka
20191107T0415-OCF-Kayo,worldmesh,20392860
20191107T0415-OCF-Kayo,lat_lon,26.54166667 128.06250000
20191107T0415-OCF-Kayo,samp_taxon_id,metagenome
20191107T0415-OCF-Kayo,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0415-OCF-Kayo,collection_date,2019-11-07T13:15:00+09:00
20191107T0415-OCF-Kayo,collection_date_local,2019-11-07T13:15:00+09:00
20191107T0415-OCF-Kayo,collection_date_utc,2019-11-07T04:15:00Z
20191107T0415-OCF-Kayo,samp_size,2000
20191107T0415-OCF-Kayo,size_frac_low,0.45
20191107T0415-OCF-Kayo,num_filter,2
20191107T0415-OCF-Kayo,filter_prod_name,Sterivex-HV
20191107T0415-OCF-Kayo,samp_store_temp,-20
20191107T0415-OCF-Kayo,samp_store_sol,RNAlater
20191107T0725-AKU-Hiai,samp_name,20191107T0725-AKU-Hiai
20191107T0725-AKU-Hiai,project_name,ANEMONE 2020KibanS
20191107T0725-AKU-Hiai,correspondence,Yasuhisa Henmi
20191107T0725-AKU-Hiai,worldmesh,20483063
20191107T0725-AKU-Hiai,lat_lon,32.54166667 130.43750000
20191107T0725-AKU-Hiai,samp_taxon_id,metagenome
20191107T0725-AKU-Hiai,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191107T0725-AKU-Hiai,collection_date,2019-11-07T16:25:00+09:00
20191107T0725-AKU-Hiai,collection_date_local,2019-11-07T16:25:00+09:00
20191107T0725-AKU-Hiai,collection_date_utc,2019-11-07T07:25:00Z
20191107T0725-AKU-Hiai,samp_size,2000
20191107T0725-AKU-Hiai,size_frac_low,0.45
20191107T0725-AKU-Hiai,num_filter,2
20191107T0725-AKU-Hiai,filter_prod_name,Sterivex-HV
20191107T0725-AKU-Hiai,samp_store_temp,-20
20191107T0725-AKU-Hiai,samp_store_sol,RNAlater
20191113T0130-KUM-Nagahama,samp_name,20191113T0130-KUM-Nagahama
20191113T0130-KUM-Nagahama,project_name,ANEMONE 2020KibanS
20191113T0130-KUM-Nagahama,correspondence,Reiji Masuda
20191113T0130-KUM-Nagahama,worldmesh,20533512
20191113T0130-KUM-Nagahama,lat_lon,35.45833333 135.31250000
20191113T0130-KUM-Nagahama,samp_taxon_id,metagenome
20191113T0130-KUM-Nagahama,samp_mat_process,"filtering water, adding RNAlater to the filter, storing in freezer"
20191113T0130-KUM-Nagahama,collection_date,2019-11-13T10:30:00+09:00
20191113T0130-KUM-Nagahama,collection_date_local,2019-11-13T10:30:00+09:00
